,0,1,2,3
34023,ENSG00000237193.1,AL451054.2,processed_pseudogene,0
34024,ENSG00000237194.1,SNAI1P1,processed_pseudogene,0
34025,ENSG00000237195.1,DLGAP5P1,processed_pseudogene,0
34026,ENSG00000237197.1,IGHD1-7,IG_D_gene,0
34027,ENSG00000237200.1,ZBTB40-IT1,lncRNA,3
34028,ENSG00000237202.1,AJ239321.1,processed_pseudogene,0
34029,ENSG00000237205.1,RPL7P34,processed_pseudogene,0
34030,ENSG00000237206.1,IMPDH1P4,processed_pseudogene,0
34031,ENSG00000237207.2,RBM17P3,processed_pseudogene,0
34032,ENSG00000237208.1,AL445072.1,lncRNA,0
34033,ENSG00000237210.1,AC073324.1,processed_pseudogene,0
34034,ENSG00000237211.2,SETP4,processed_pseudogene,0
34035,ENSG00000237212.2,AL449403.1,lncRNA,0
34036,ENSG00000237213.2,RPL23AP22,processed_pseudogene,0
34037,ENSG00000237214.3,AL080243.2,processed_pseudogene,43
34038,ENSG00000237215.3,DEFB131D,unprocessed_pseudogene,0
34039,ENSG00000237217.1,AC008074.1,processed_pseudogene,0
34040,ENSG00000237220.1,AC104777.2,lncRNA,0
34041,ENSG00000237221.1,PPEF1-AS1,lncRNA,0
34042,ENSG00000237222.4,LINC01968,lncRNA,3
34043,ENSG00000237223.6,SULT1C2P1,transcribed_unprocessed_pseudogene,8
34044,ENSG00000237224.4,AL157832.2,lncRNA,1
34045,ENSG00000237225.2,OR13K1P,unprocessed_pseudogene,2
34046,ENSG00000237226.1,RPS3AP39,processed_pseudogene,0
34047,ENSG00000237227.1,AL162739.1,processed_pseudogene,0
34048,ENSG00000237230.1,KRTAP2-5P,unprocessed_pseudogene,0
34049,ENSG00000237232.9,ZNF295-AS1,lncRNA,41
34050,ENSG00000237233.2,TMEM26-AS1,lncRNA,0
34051,ENSG00000237234.7,Z99289.1,lncRNA,4
34052,ENSG00000237235.2,TRDD2,TR_D_gene,0
34053,ENSG00000237236.1,AC023141.10,unprocessed_pseudogene,0
34054,ENSG00000237238.3,BMS1P10,transcribed_unprocessed_pseudogene,16
34055,ENSG00000237242.1,BTF3P15,processed_pseudogene,0
34056,ENSG00000237243.1,CREB3L2-AS1,lncRNA,3
34057,ENSG00000237247.6,MBD3L5,protein_coding,0
34058,ENSG00000237248.5,LINC00987,lncRNA,15
34059,ENSG00000237249.1,Z99127.2,processed_pseudogene,0
34060,ENSG00000237250.3,AL359924.1,lncRNA,0
34061,ENSG00000237251.2,AC004987.2,unprocessed_pseudogene,0
34062,ENSG00000237252.1,MMADHCP1,processed_pseudogene,1
34063,ENSG00000237254.2,TRBV30,TR_V_gene,11
34064,ENSG00000237256.1,PGAM3P,processed_pseudogene,0
34065,ENSG00000237257.1,MTND2P8,unprocessed_pseudogene,0
34066,ENSG00000237259.1,ZNF133-AS1,lncRNA,0
34067,ENSG00000237260.1,PPIAP67,processed_pseudogene,3
34068,ENSG00000237261.2,Metazoa_SRP,misc_RNA,0
34069,ENSG00000237262.1,AC068492.1,lncRNA,0
34070,ENSG00000237263.1,MAPK6P3,processed_pseudogene,3
34071,ENSG00000237264.4,FTH1P11,processed_pseudogene,44
34072,ENSG00000237265.6,BX276092.7,transcribed_unprocessed_pseudogene,1
34073,ENSG00000237266.2,LINC01810,lncRNA,0
34074,ENSG00000237267.1,LINC01519,lncRNA,0
34075,ENSG00000237268.2,AC092447.7,transcribed_unprocessed_pseudogene,0
34076,ENSG00000237269.1,RBMY2TP,unprocessed_pseudogene,0
34077,ENSG00000237271.2,AC009498.1,lncRNA,0
34078,ENSG00000237272.2,OR51R1P,unitary_pseudogene,1
34079,ENSG00000237273.1,RSL24D1P8,processed_pseudogene,1
34080,ENSG00000237274.2,GTF3AP1,processed_pseudogene,0
34081,ENSG00000237275.1,S100A11P10,processed_pseudogene,0
34082,ENSG00000237276.8,ANO7L1,transcribed_unprocessed_pseudogene,235
34083,ENSG00000237278.2,RLIMP2,processed_pseudogene,0
34084,ENSG00000237279.2,H3P2,processed_pseudogene,0
34085,ENSG00000237280.1,AL136982.3,lncRNA,6
34086,ENSG00000237281.1,CATIP-AS2,lncRNA,4
34087,ENSG00000237282.3,LINC00851,lncRNA,0
34088,ENSG00000237283.2,AL691515.1,lncRNA,0
34089,ENSG00000237285.1,HNRNPA1P2,processed_pseudogene,1
34090,ENSG00000237286.1,CARD11-AS1,lncRNA,1
34091,ENSG00000237289.10,CKMT1B,protein_coding,44
34092,ENSG00000237290.2,LINC01343,lncRNA,0
34093,ENSG00000237292.1,LINC01732,lncRNA,0
34094,ENSG00000237293.1,AC007099.2,lncRNA,1
34095,ENSG00000237294.1,EIF4BP9,processed_pseudogene,0
34096,ENSG00000237296.9,SMG1P1,transcribed_unprocessed_pseudogene,34
34097,ENSG00000237297.1,AL713922.1,unprocessed_pseudogene,0
34098,ENSG00000237298.10,TTN-AS1,lncRNA,187
34099,ENSG00000237299.1,AP000534.2,unprocessed_pseudogene,0
34100,ENSG00000237300.2,MTCO1P19,processed_pseudogene,0
34101,ENSG00000237301.1,AL121992.1,lncRNA,11
34102,ENSG00000237302.1,OFD1P11Y,unprocessed_pseudogene,0
34103,ENSG00000237303.2,HIGD1AP8,processed_pseudogene,0
34104,ENSG00000237306.1,HSPE1P22,processed_pseudogene,0
34105,ENSG00000237307.2,SRRM1P3,processed_pseudogene,4
34106,ENSG00000237308.1,AC009237.10,processed_pseudogene,0
34107,ENSG00000237309.1,MTND2P6,unprocessed_pseudogene,0
34108,ENSG00000237310.2,GS1-124K5.4,lncRNA,35
34109,ENSG00000237311.3,AL034397.1,lncRNA,0
34110,ENSG00000237312.2,AL358134.1,lncRNA,0
34111,ENSG00000237314.2,RPL12P39,transcribed_processed_pseudogene,0
34112,ENSG00000237316.1,Z82196.2,lncRNA,0
34113,ENSG00000237317.2,AL022400.1,processed_pseudogene,0
34114,ENSG00000237319.1,AL118496.1,processed_pseudogene,0
34115,ENSG00000237320.2,AC019064.1,lncRNA,0
34116,ENSG00000237321.1,AL354936.1,lncRNA,0
34117,ENSG00000237322.1,RPL7L1P10,processed_pseudogene,0
34118,ENSG00000237323.1,AC245036.3,unprocessed_pseudogene,0
34119,ENSG00000237324.3,AC093158.1,lncRNA,4
34120,ENSG00000237325.3,AP000563.1,processed_pseudogene,0
34121,ENSG00000237326.1,AC113608.1,lncRNA,0
34122,ENSG00000237327.1,UPP2-IT1,lncRNA,1
34123,ENSG00000237328.1,RAI1-AS1,lncRNA,0
34124,ENSG00000237329.2,AL356320.2,processed_pseudogene,2
34125,ENSG00000237330.3,RNF223,protein_coding,214
34126,ENSG00000237331.1,XIAP-AS1,lncRNA,4
34127,ENSG00000237336.1,AL445489.1,lncRNA,5
34128,ENSG00000237337.1,ELAVL4-AS1,lncRNA,0
34129,ENSG00000237338.1,FTCD-AS1,lncRNA,0
34130,ENSG00000237339.5,LINC01502,lncRNA,1
34131,ENSG00000237341.1,SYP-AS1,lncRNA,0
34132,ENSG00000237342.1,AL132796.1,lncRNA,0
34133,ENSG00000237343.1,AC246785.3,lncRNA,0
34134,ENSG00000237345.1,AC245047.4,processed_pseudogene,0
34135,ENSG00000237346.2,AL080313.2,lncRNA,2
34136,ENSG00000237347.2,AC004461.1,processed_pseudogene,7
34137,ENSG00000237349.1,BX679664.2,processed_pseudogene,0
34138,ENSG00000237350.1,CDC42P6,processed_pseudogene,39
34139,ENSG00000237351.1,ITPK1P1,processed_pseudogene,3
34140,ENSG00000237352.4,LINC01358,lncRNA,26
34141,ENSG00000237353.7,PATE4,protein_coding,0
34142,ENSG00000237354.1,OR52S1P,unprocessed_pseudogene,0
34143,ENSG00000237356.7,AL365295.1,lncRNA,38
34144,ENSG00000237357.2,BX088651.4,lncRNA,0
34145,ENSG00000237358.1,AC007064.1,processed_pseudogene,0
34146,ENSG00000237359.2,AL354977.2,lncRNA,1
34147,ENSG00000237360.2,CHCHD4P2,processed_pseudogene,0
34148,ENSG00000237361.3,TUSC8,lncRNA,4
34149,ENSG00000237363.1,AP006288.1,unprocessed_pseudogene,0
34150,ENSG00000237365.1,AL512330.1,lncRNA,0
34151,ENSG00000237370.1,AC010907.2,lncRNA,0
34152,ENSG00000237371.1,AL355803.1,lncRNA,12
34153,ENSG00000237372.4,UNQ6494,lncRNA,19
34154,ENSG00000237373.1,BRWD1-IT1,lncRNA,0
34155,ENSG00000237377.2,AC005703.1,lncRNA,0
34156,ENSG00000237378.3,AL445989.1,protein_coding,0
34157,ENSG00000237379.1,CBX1P3,processed_pseudogene,0
34158,ENSG00000237380.7,HOXD-AS2,lncRNA,17
34159,ENSG00000237381.2,NT5DC1P1,processed_pseudogene,0
34160,ENSG00000237382.2,RPL21P121,processed_pseudogene,0
34161,ENSG00000237383.1,CNN2P11,processed_pseudogene,0
34162,ENSG00000237385.1,AL583839.1,lncRNA,1
34163,ENSG00000237387.1,AL022329.2,lncRNA,2
34164,ENSG00000237388.2,OR4A47,protein_coding,0
34165,ENSG00000237389.1,AL645634.2,lncRNA,0
34166,ENSG00000237390.1,AL139130.1,lncRNA,1
34167,ENSG00000237396.1,LNCNEF,lncRNA,0
34168,ENSG00000237398.1,HLA-DPA3,unprocessed_pseudogene,3
34169,ENSG00000237399.7,PITRM1-AS1,lncRNA,33
34170,ENSG00000237400.1,AC006960.2,lncRNA,0
34171,ENSG00000237401.8,LINC01304,lncRNA,0
34172,ENSG00000237402.1,CAMTA1-IT1,lncRNA,0
34173,ENSG00000237406.1,NDUFA9P1,processed_pseudogene,6
34174,ENSG00000237407.1,AP000552.2,lncRNA,0
34175,ENSG00000237408.1,ART2BP,unprocessed_pseudogene,0
34176,ENSG00000237409.2,AL513302.1,processed_pseudogene,0
34177,ENSG00000237410.1,NRXN2-AS1,lncRNA,0
34178,ENSG00000237412.7,PRSS56,protein_coding,0
34179,ENSG00000237413.5,MGC27382,lncRNA,14
34180,ENSG00000237414.2,AL365204.2,lncRNA,0
34181,ENSG00000237415.2,NRBF2P3,processed_pseudogene,0
34182,ENSG00000237417.1,XRCC6P1,processed_pseudogene,1
34183,ENSG00000237418.1,AC069257.2,processed_pseudogene,9
34184,ENSG00000237419.1,AL954642.1,lncRNA,0
34185,ENSG00000237422.2,AL158071.3,lncRNA,6
34186,ENSG00000237423.3,LINC01522,lncRNA,9
34187,ENSG00000237424.1,FOXD2-AS1,lncRNA,418
34188,ENSG00000237425.1,RPSAP2,processed_pseudogene,0
34189,ENSG00000237426.1,ZIK1P1,processed_pseudogene,0
34190,ENSG00000237427.1,TOMM22P1,processed_pseudogene,0
34191,ENSG00000237428.1,ASH2LP2,processed_pseudogene,0
34192,ENSG00000237429.1,BX293535.1,lncRNA,7
34193,ENSG00000237432.2,RPS7P12,processed_pseudogene,0
34194,ENSG00000237433.1,RPSAP11,processed_pseudogene,3
34195,ENSG00000237434.1,AL512635.1,processed_pseudogene,1
34196,ENSG00000237435.10,LINC02790,lncRNA,0
34197,ENSG00000237436.1,CAMTA1-DT,lncRNA,4
34198,ENSG00000237437.1,ASS1P12,processed_pseudogene,0
34199,ENSG00000237438.7,CECR7,transcribed_unprocessed_pseudogene,19
34200,ENSG00000237439.1,Z83839.1,transcribed_unprocessed_pseudogene,0
34201,ENSG00000237440.9,ZNF737,protein_coding,734
34202,ENSG00000237441.10,RGL2,protein_coding,6678
34203,ENSG00000237442.3,HNRNPA1P57,transcribed_processed_pseudogene,2
34204,ENSG00000237443.1,OR13D2P,unprocessed_pseudogene,0
34205,ENSG00000237444.1,AP001342.1,processed_pseudogene,0
34206,ENSG00000237445.2,AL359771.1,lncRNA,0
34207,ENSG00000237446.1,RHEBP3,processed_pseudogene,0
34208,ENSG00000237447.1,CDC27P2,processed_pseudogene,0
34209,ENSG00000237449.1,TAAR4P,unprocessed_pseudogene,0
34210,ENSG00000237450.5,RPL23AP71,processed_pseudogene,0
34211,ENSG00000237451.3,CDK2AP2P2,processed_pseudogene,0
34212,ENSG00000237452.3,BHMG1,protein_coding,5
34213,ENSG00000237453.1,AC096536.1,lncRNA,1
34214,ENSG00000237456.3,ID2B,processed_pseudogene,1
34215,ENSG00000237457.6,LINC01351,lncRNA,1
34216,ENSG00000237458.1,TUBB4BP3,processed_pseudogene,0
34217,ENSG00000237460.3,LINC01661,lncRNA,0
34218,ENSG00000237461.2,AL359710.1,lncRNA,10
34219,ENSG00000237463.6,LRRC52-AS1,lncRNA,8
34220,ENSG00000237464.1,AL031663.2,lncRNA,0
34221,ENSG00000237466.1,MTCO3P41,unprocessed_pseudogene,0
34222,ENSG00000237467.1,USP9YP35,unprocessed_pseudogene,0
34223,ENSG00000237468.2,AL359547.1,lncRNA,0
34224,ENSG00000237469.2,TUBB8P10,unprocessed_pseudogene,0
34225,ENSG00000237470.3,DCLRE1CP1,unprocessed_pseudogene,6
34226,ENSG00000237471.2,AC073115.2,lncRNA,3
34227,ENSG00000237472.1,AC245054.2,processed_pseudogene,0
34228,ENSG00000237473.2,AC068759.1,lncRNA,0
34229,ENSG00000237475.2,RPL7P53,processed_pseudogene,0
34230,ENSG00000237476.1,LINC01637,lncRNA,37
34231,ENSG00000237477.1,AC093911.1,lncRNA,1
34232,ENSG00000237478.2,AL390023.1,processed_pseudogene,0
34233,ENSG00000237479.1,AC007557.4,lncRNA,0
34234,ENSG00000237480.3,AL355306.2,lncRNA,0
34235,ENSG00000237481.1,AL117350.1,lncRNA,5
34236,ENSG00000237483.1,RPS27AP8,processed_pseudogene,2
34237,ENSG00000237484.6,LINC01684,lncRNA,16
34238,ENSG00000237487.1,VN1R48P,processed_pseudogene,3
34239,ENSG00000237489.5,C10orf143,protein_coding,59
34240,ENSG00000237490.3,RPS27AP17,processed_pseudogene,0
34241,ENSG00000237491.10,LINC01409,lncRNA,37
34242,ENSG00000237492.1,OR2L9P,unprocessed_pseudogene,0
34243,ENSG00000237493.3,AC034102.1,processed_pseudogene,18
34244,ENSG00000237494.1,AL360007.1,lncRNA,0
34245,ENSG00000237498.3,AC010105.1,lncRNA,0
34246,ENSG00000237499.7,WAKMAR2,lncRNA,61
34247,ENSG00000237500.1,AL713851.2,lncRNA,0
34248,ENSG00000237501.1,AC108667.1,processed_pseudogene,0
34249,ENSG00000237503.2,AC239798.2,processed_pseudogene,0
34250,ENSG00000237505.8,PKN2-AS1,lncRNA,11
34251,ENSG00000237506.3,RPSAP15,processed_pseudogene,18
34252,ENSG00000237510.7,GPAT2P1,transcribed_unprocessed_pseudogene,0
34253,ENSG00000237512.6,UNC5B-AS1,lncRNA,23
34254,ENSG00000237513.2,AC007384.1,lncRNA,21
34255,ENSG00000237514.3,PTP4A1P7,processed_pseudogene,1
34256,ENSG00000237515.9,SHISA9,protein_coding,4
34257,ENSG00000237517.10,DGCR5,transcribed_unprocessed_pseudogene,0
34258,ENSG00000237520.1,AL391832.1,lncRNA,13
34259,ENSG00000237521.3,OR7E24,protein_coding,0
34260,ENSG00000237522.1,NONOP2,processed_pseudogene,52
34261,ENSG00000237523.2,LINC00857,lncRNA,179
34262,ENSG00000237524.10,TEX51,protein_coding,0
34263,ENSG00000237525.7,AC012668.3,lncRNA,6
34264,ENSG00000237527.1,AF241725.1,lncRNA,0
34265,ENSG00000237528.1,UQCR10P1,processed_pseudogene,0
34266,ENSG00000237529.2,AL137847.2,lncRNA,7
34267,ENSG00000237530.2,AL136140.1,lncRNA,0
34268,ENSG00000237531.6,AL672277.1,lncRNA,0
34269,ENSG00000237531.6_PAR_Y,AL672277.1,lncRNA,0
34270,ENSG00000237532.1,AC012451.1,lncRNA,0
34271,ENSG00000237539.1,AC003669.1,processed_pseudogene,0
34272,ENSG00000237540.1,RPL36AP36,processed_pseudogene,0
34273,ENSG00000237541.4,HLA-DQA2,protein_coding,4050
34274,ENSG00000237542.1,MTCO3P17,unprocessed_pseudogene,1
34275,ENSG00000237546.1,XKRYP6,unprocessed_pseudogene,0
34276,ENSG00000237547.1,IGHJ2P,IG_J_pseudogene,2
34277,ENSG00000237548.1,TTLL11-IT1,lncRNA,2
34278,ENSG00000237549.1,RPS6P3,processed_pseudogene,0
34279,ENSG00000237550.5,AC243919.1,transcribed_processed_pseudogene,7335
34280,ENSG00000237551.1,AC096775.1,processed_pseudogene,0
34281,ENSG00000237552.1,LINC02567,lncRNA,0
34282,ENSG00000237553.1,AL133547.1,processed_pseudogene,0
34283,ENSG00000237555.1,AL031681.1,processed_pseudogene,0
34284,ENSG00000237556.1,KCND3-AS1,lncRNA,1
34285,ENSG00000237557.1,YWHABP1,processed_pseudogene,1
34286,ENSG00000237558.1,CDY7P,unprocessed_pseudogene,0
34287,ENSG00000237560.7,LINC01497,lncRNA,0
34288,ENSG00000237563.2,TTTY21B,lncRNA,0
34289,ENSG00000237566.1,AC090955.1,processed_pseudogene,0
34290,ENSG00000237567.2,LINC02836,lncRNA,0
34291,ENSG00000237568.1,AC099063.1,lncRNA,0
34292,ENSG00000237569.1,TUBAP1,processed_pseudogene,0
34293,ENSG00000237571.1,LINC02862,lncRNA,0
34294,ENSG00000237572.1,AC092001.1,unprocessed_pseudogene,0
34295,ENSG00000237574.1,LINC01856,lncRNA,0
34296,ENSG00000237575.4,PYY2,transcribed_unprocessed_pseudogene,319
34297,ENSG00000237576.2,LINC01888,lncRNA,1
34298,ENSG00000237579.3,LINC01514,lncRNA,0
34299,ENSG00000237580.1,GCSHP3,processed_pseudogene,0
34300,ENSG00000237581.1,AC005538.1,lncRNA,0
34301,ENSG00000237583.1,RPL34P8,processed_pseudogene,1
34302,ENSG00000237584.1,RAC1P4,processed_pseudogene,1
34303,ENSG00000237585.1,LINC00407,lncRNA,0
34304,ENSG00000237586.3,AC090192.1,processed_pseudogene,3
34305,ENSG00000237588.2,AL590666.3,lncRNA,1
34306,ENSG00000237589.1,HMGN1P32,processed_pseudogene,0
34307,ENSG00000237590.1,AL137026.2,lncRNA,0
34308,ENSG00000237592.2,IGKV1OR10-1,IG_V_pseudogene,8
34309,ENSG00000237593.1,AL445220.1,processed_pseudogene,0
34310,ENSG00000237594.2,AP000251.1,lncRNA,14
34311,ENSG00000237595.5,LINC01275,lncRNA,9
34312,ENSG00000237596.7,AL138828.1,lncRNA,11
34313,ENSG00000237601.1,AP000358.1,processed_pseudogene,0
34314,ENSG00000237603.1,HMGB3P12,processed_pseudogene,0
34315,ENSG00000237604.1,AP001056.1,lncRNA,1
34316,ENSG00000237605.2,DYRK3-AS1,lncRNA,1
34317,ENSG00000237606.2,AC091286.1,processed_pseudogene,0
34318,ENSG00000237609.1,AF064858.2,lncRNA,7
34319,ENSG00000237610.1,OR4C50P,unprocessed_pseudogene,0
34320,ENSG00000237611.2,Metazoa_SRP,misc_RNA,0
34321,ENSG00000237612.1,AP002856.4,lncRNA,0
34322,ENSG00000237613.2,FAM138A,lncRNA,0
34323,ENSG00000237614.3,AC073257.2,lncRNA,18
34324,ENSG00000237616.1,USP9YP32,unprocessed_pseudogene,0
34325,ENSG00000237617.1,AC013410.2,processed_pseudogene,6
34326,ENSG00000237618.1,BTBD7P2,processed_pseudogene,0
34327,ENSG00000237619.2,OR3B1P,unprocessed_pseudogene,0
34328,ENSG00000237620.1,GCNT1P5,processed_pseudogene,0
34329,ENSG00000237621.4,OR9A1P,polymorphic_pseudogene,0
34330,ENSG00000237622.1,ELOCP18,processed_pseudogene,0
34331,ENSG00000237623.1,NICN2P,processed_pseudogene,0
34332,ENSG00000237624.1,OXCT2P1,unprocessed_pseudogene,6
34333,ENSG00000237626.2,AL161629.1,lncRNA,3
34334,ENSG00000237628.2,MTCO2P19,processed_pseudogene,0
34335,ENSG00000237629.1,UQCRHP2,processed_pseudogene,4
34336,ENSG00000237630.1,NIFKP9,processed_pseudogene,0
34337,ENSG00000237631.2,AL161454.1,processed_pseudogene,0
34338,ENSG00000237632.3,S100A11P1,processed_pseudogene,3
34339,ENSG00000237633.4,AC104623.1,lncRNA,3
34340,ENSG00000237635.2,DUX4L29,unprocessed_pseudogene,0
34341,ENSG00000237636.3,ANKRD26P3,unprocessed_pseudogene,1
34342,ENSG00000237637.1,FRY-AS1,lncRNA,0
34343,ENSG00000237638.2,LINC02245,lncRNA,67
34344,ENSG00000237639.2,AC064862.5,unprocessed_pseudogene,0
34345,ENSG00000237640.1,AC004522.3,lncRNA,1
34346,ENSG00000237641.1,RPL28P2,processed_pseudogene,7
34347,ENSG00000237642.1,HMGB3P5,processed_pseudogene,2
34348,ENSG00000237643.2,AL365226.1,lncRNA,10
34349,ENSG00000237645.1,AC092967.1,processed_pseudogene,0
34350,ENSG00000237646.1,HLCS-IT1,lncRNA,0
34351,ENSG00000237649.8,KIFC1,protein_coding,2039
34352,ENSG00000237650.2,OR11Q1P,unprocessed_pseudogene,1
34353,ENSG00000237651.6,C2orf74,protein_coding,26
34354,ENSG00000237653.2,AC026320.2,processed_pseudogene,0
34355,ENSG00000237654.6,AP003025.1,lncRNA,0
34356,ENSG00000237655.1,AC073834.1,lncRNA,0
34357,ENSG00000237659.1,RNASEH2CP1,processed_pseudogene,0
34358,ENSG00000237661.1,TNIP2P1,processed_pseudogene,0
34359,ENSG00000237662.1,SOCS2P1,processed_pseudogene,0
34360,ENSG00000237663.2,DNAJC19P7,processed_pseudogene,0
34361,ENSG00000237664.1,LINC00316,lncRNA,2
34362,ENSG00000237665.1,GRM7-AS2,lncRNA,0
34363,ENSG00000237666.2,AC097527.1,unprocessed_pseudogene,0
34364,ENSG00000237667.7,LINC01115,lncRNA,2
34365,ENSG00000237668.1,RPS15AP38,processed_pseudogene,4
34366,ENSG00000237669.1,AL671277.2,unprocessed_pseudogene,5
34367,ENSG00000237670.1,LINC01866,lncRNA,0
34368,ENSG00000237671.3,GAGE12C,protein_coding,0
34369,ENSG00000237672.1,KRR1P1,processed_pseudogene,8
34370,ENSG00000237674.1,GSTA7P,unprocessed_pseudogene,1
34371,ENSG00000237675.5,TEX36-AS1,lncRNA,0
34372,ENSG00000237676.1,RPL30P4,processed_pseudogene,2
34373,ENSG00000237679.2,VDAC1P11,processed_pseudogene,1
34374,ENSG00000237682.2,PRKCIP1,processed_pseudogene,1
34375,ENSG00000237684.1,RPSAP35,processed_pseudogene,0
34376,ENSG00000237685.1,AL139039.3,lncRNA,1
34377,ENSG00000237686.7,AL109615.3,lncRNA,68
34378,ENSG00000237687.2,LINC00686,lncRNA,0
34379,ENSG00000237689.1,AC007064.2,lncRNA,1
34380,ENSG00000237691.1,IFNWP2,unprocessed_pseudogene,0
34381,ENSG00000237693.4,IRGM,protein_coding,2
34382,ENSG00000237699.2,BX072579.1,lncRNA,0
34383,ENSG00000237700.2,PRAMEF33,protein_coding,0
34384,ENSG00000237701.1,ATP5PFP1,processed_pseudogene,0
34385,ENSG00000237702.2,TRBV3-1,TR_V_gene,18
34386,ENSG00000237704.1,AP004289.2,processed_pseudogene,0
34387,ENSG00000237705.1,AC008937.2,lncRNA,2
34388,ENSG00000237706.4,TRIM51EP,unprocessed_pseudogene,0
34389,ENSG00000237707.1,AL031726.1,lncRNA,27
34390,ENSG00000237708.1,SPIN2P1,processed_pseudogene,1
34391,ENSG00000237709.1,EEF1A1P28,processed_pseudogene,3
34392,ENSG00000237711.1,MTCO3P11,unprocessed_pseudogene,0
34393,ENSG00000237713.1,AC011287.2,lncRNA,0
34394,ENSG00000237714.1,P4HA2-AS1,lncRNA,0
34395,ENSG00000237716.2,AL136309.2,lncRNA,2
34396,ENSG00000237717.1,BX276092.8,processed_pseudogene,0
34397,ENSG00000237718.2,AC009095.1,lncRNA,0
34398,ENSG00000237719.1,Z95152.1,processed_pseudogene,4
34399,ENSG00000237720.2,AC011995.2,lncRNA,1
34400,ENSG00000237722.2,MTND1P29,unprocessed_pseudogene,0
34401,ENSG00000237728.2,CAMTA1-AS2,lncRNA,2
34402,ENSG00000237729.2,AC002075.2,processed_pseudogene,9
34403,ENSG00000237730.1,RPS5P8,processed_pseudogene,1
34404,ENSG00000237731.1,RNGTTP1,processed_pseudogene,1
34405,ENSG00000237732.9,CT75,transcribed_unprocessed_pseudogene,14
34406,ENSG00000237734.1,AL163192.1,lncRNA,3
34407,ENSG00000237735.2,AF130359.1,lncRNA,0
34408,ENSG00000237737.6,DCTN1-AS1,lncRNA,7
34409,ENSG00000237738.1,RNF216-IT1,lncRNA,2
34410,ENSG00000237740.1,NPAP1P3,processed_pseudogene,1
34411,ENSG00000237741.1,AC002368.1,lncRNA,0
34412,ENSG00000237742.7,AL365259.1,lncRNA,0
34413,ENSG00000237743.3,FBP2P1,transcribed_unprocessed_pseudogene,0
34414,ENSG00000237745.1,RPL22P8,processed_pseudogene,1
34415,ENSG00000237746.1,ZNF101P1,processed_pseudogene,0
34416,ENSG00000237747.1,AL160279.1,processed_pseudogene,0
34417,ENSG00000237748.1,UQCRBP1,processed_pseudogene,9
34418,ENSG00000237749.4,AL034379.1,processed_pseudogene,8
34419,ENSG00000237750.2,KCNH7-AS1,lncRNA,0
34420,ENSG00000237751.2,LINC01143,lncRNA,0
34421,ENSG00000237752.2,NCKAP1P1,processed_pseudogene,0
34422,ENSG00000237753.2,AC079922.2,lncRNA,54
34423,ENSG00000237754.1,AC093655.2,processed_pseudogene,0
34424,ENSG00000237756.1,AL592435.1,lncRNA,0
34425,ENSG00000237757.2,EEF1A1P30,processed_pseudogene,4
34426,ENSG00000237758.1,BANF1P3,processed_pseudogene,16
34427,ENSG00000237759.1,AL590483.2,lncRNA,0
34428,ENSG00000237760.1,AC023669.2,lncRNA,0
34429,ENSG00000237761.3,AL161646.1,lncRNA,0
34430,ENSG00000237763.9,AMY1A,protein_coding,1
34431,ENSG00000237765.8,FAM200B,protein_coding,564
34432,ENSG00000237766.2,GGTA2P,processed_pseudogene,8
34433,ENSG00000237767.2,LINC01370,lncRNA,0
34434,ENSG00000237768.2,AL731563.2,lncRNA,0
34435,ENSG00000237770.2,SPATA31D2P,unprocessed_pseudogene,0
34436,ENSG00000237772.2,LINC02631,lncRNA,2
34437,ENSG00000237773.7,AC073332.1,lncRNA,24
34438,ENSG00000237774.3,AC126615.1,processed_pseudogene,4
34439,ENSG00000237775.1,DDR1-DT,lncRNA,1
34440,ENSG00000237781.3,ADAMTSL4-AS2,lncRNA,21
34441,ENSG00000237782.3,PLLPP1,processed_pseudogene,0
34442,ENSG00000237783.2,AL356441.2,processed_pseudogene,0
34443,ENSG00000237784.1,RPS20P12,processed_pseudogene,1
34444,ENSG00000237786.1,GFOD1-AS1,lncRNA,1
34445,ENSG00000237787.5,LINC02877,lncRNA,0
34446,ENSG00000237788.1,AL162615.1,processed_pseudogene,5
34447,ENSG00000237790.1,LINC01318,lncRNA,0
34448,ENSG00000237793.3,RPL18AP16,processed_pseudogene,1
34449,ENSG00000237797.1,MACORIS,lncRNA,1
34450,ENSG00000237798.1,AC010894.3,lncRNA,0
34451,ENSG00000237799.2,CICP11,processed_pseudogene,0
34452,ENSG00000237801.6,AMD1P2,processed_pseudogene,0
34453,ENSG00000237801.6_PAR_Y,AMD1P2,processed_pseudogene,0
34454,ENSG00000237802.7,FAM197Y6,lncRNA,0
34455,ENSG00000237803.6,LINC00211,lncRNA,0
34456,ENSG00000237804.1,HNRNPA1P39,processed_pseudogene,9
34457,ENSG00000237806.1,FAUP2,processed_pseudogene,0
34458,ENSG00000237807.4,AC022034.1,lncRNA,74
34459,ENSG00000237810.3,AC104852.1,processed_pseudogene,3
34460,ENSG00000237813.4,AC002066.1,lncRNA,8
34461,ENSG00000237816.1,RPL21P109,processed_pseudogene,0
34462,ENSG00000237818.1,RPS3AP29,processed_pseudogene,0
34463,ENSG00000237819.5,CDK6-AS1,lncRNA,2
34464,ENSG00000237821.1,ST13P7,processed_pseudogene,8
34465,ENSG00000237823.1,CDY19P,unprocessed_pseudogene,0
34466,ENSG00000237824.2,RPL23AP33,processed_pseudogene,0
